0.492732;2212;;;
1.19768;8305;;;
1.90263;11881;;;
2.60757;10828;;;
3.31252;5411;;;
4.01746;3078;;;
4.72241;2550;;;
5.42736;1485;;;
6.1323;688;;;
6.83725;393;;;
7.5422;452;;;
8.24714;521;;;
8.95209;345;;;
9.65704;314;;;
