0.492732;202;;;
1.19768;1168;;;
1.90263;2335;;;
2.60757;5044;;;
3.31252;7690;;;
4.01746;10368;;;
4.72241;10330;;;
5.42736;7429;;;
6.1323;2414;;;
6.83725;928;;;
7.5422;497;;;
8.24714;414;;;
8.95209;472;;;
9.65704;295;;;
